,pm25,pm10,o3,no2,temp,humidity,visibility,solarradiation,precip,windspeed,winddir
2878,23.0,13.0,23.0,12.0,7.4,76.7,25.2,174.0,4.0,25.9,232.3
2879,42.0,11.0,27.0,6.0,9.2,81.5,17.7,158.3,3.6,32.4,221.7
2880,43.0,17.0,26.0,8.0,10.5,83.0,22.4,109.8,1.3,21.6,236.5
2881,33.0,15.0,27.0,17.0,13.1,82.6,22.0,170.1,16.4,36.0,199.3
2882,52.0,17.0,28.0,9.0,15.1,70.2,20.4,202.8,0.3,18.0,161.7
2883,72.0,21.0,32.0,7.0,9.1,76.2,17.6,163.6,0.0,18.0,134.2
2884,39.0,26.0,23.0,15.0,7.5,73.4,21.7,195.4,0.0,18.0,85.5
2885,47.0,14.0,29.0,8.0,7.6,78.5,24.0,65.1,0.0,18.0,36.0
2886,21.0,18.0,25.0,20.0,8.6,72.8,28.8,153.0,1.6,25.2,239.1
2887,16.0,14.0,28.0,8.0,7.9,77.4,25.1,161.8,8.0,25.2,229.4
2888,14.0,13.0,28.0,5.0,9.7,68.1,35.5,100.4,0.9,50.4,199.4
2889,20.0,10.0,29.0,2.0,9.5,75.6,27.3,159.3,6.8,36.0,205.4
2890,44.0,10.0,32.0,4.0,8.7,79.1,18.7,193.1,0.0,32.4,168.2
2891,36.0,14.0,25.0,10.0,7.2,90.9,8.9,60.3,4.3,21.6,255.8
2892,85.0,19.0,26.0,7.0,8.0,83.0,6.9,70.9,0.1,18.0,236.1
2893,35.0,35.0,21.0,12.0,7.6,85.8,25.8,150.4,0.2,22.3,341.1
2894,49.0,8.0,32.0,5.0,7.6,84.5,15.8,150.8,0.1,18.0,310.0
2895,45.0,19.0,20.0,10.0,7.2,85.3,13.0,148.8,1.3,18.0,293.7
2896,29.0,22.0,23.0,8.0,6.9,83.8,20.2,149.5,0.6,14.4,327.2
2897,30.0,12.0,30.0,3.0,6.2,73.9,22.6,174.5,0.0,18.0,4.5
2898,29.0,17.0,34.0,1.0,5.0,88.2,15.0,120.8,0.0,14.4,343.3
2899,,13.0,32.0,4.0,5.6,68.3,16.4,186.3,0.0,18.0,28.1
2900,,25.0,27.0,8.0,4.6,72.2,19.7,170.2,0.0,32.4,71.0
2901,72.0,18.0,24.0,7.0,4.5,89.3,9.0,101.3,0.0,18.0,33.3
2902,72.0,18.0,16.0,9.0,4.1,68.9,16.2,182.5,0.0,25.2,57.4
2903,70.0,20.0,26.0,6.0,3.8,73.0,16.9,175.4,0.0,25.2,62.1
2904,98.0,21.0,27.0,4.0,3.0,80.0,8.7,167.8,0.0,14.4,82.1
2905,123.0,31.0,24.0,9.0,3.5,86.5,4.6,136.9,0.0,14.4,47.1
2906,86.0,42.0,13.0,10.0,4.1,69.8,13.0,155.5,0.0,18.0,71.8
2907,60.0,30.0,22.0,12.0,4.6,70.9,19.8,87.5,0.0,35.3,135.7
2908,33.0,21.0,21.0,10.0,3.5,84.3,22.6,92.0,0.0,18.0,228.9
2909,28.0,14.0,20.0,16.0,2.8,85.6,26.9,87.5,2.6,10.8,262.4
2910,73.0,12.0,25.0,12.0,3.0,89.0,10.1,79.5,1.8,14.4,247.8
2911,66.0,25.0,27.0,13.0,0.3,88.6,10.7,66.0,0.0,10.8,148.9
2912,55.0,25.0,18.0,24.0,1.4,92.0,8.1,40.3,13.0,28.8,147.1
2913,36.0,17.0,13.0,20.0,4.0,81.1,25.0,123.2,1.0,18.0,273.7
2914,33.0,17.0,26.0,14.0,5.8,85.7,16.3,98.8,7.1,32.4,231.9
2915,71.0,9.0,25.0,8.0,1.1,90.2,6.4,27.7,7.0,28.8,183.9
2916,50.0,29.0,1.0,32.0,1.8,78.4,26.3,145.1,0.0,18.0,26.9
2917,59.0,,25.0,12.0,2.3,75.1,22.7,129.7,0.0,25.2,32.4
2918,66.0,16.0,27.0,6.0,2.3,67.2,21.3,138.9,0.0,21.6,57.2
2919,60.0,21.0,26.0,9.0,2.1,82.5,20.2,106.8,0.0,10.8,157.8
2920,31.0,27.0,18.0,21.0,1.8,87.2,25.0,79.3,1.8,14.4,260.7
2921,33.0,12.0,24.0,15.0,2.4,85.3,28.6,83.2,0.4,14.4,269.4
2922,31.0,12.0,23.0,13.0,4.5,84.0,24.5,85.0,2.9,21.6,278.8
2923,26.0,16.0,23.0,13.0,7.4,83.9,17.0,34.5,3.9,32.4,260.6
2924,21.0,14.0,25.0,8.0,10.4,91.2,12.4,25.6,9.4,36.0,246.6
2925,37.0,9.0,26.0,3.0,7.9,88.7,14.1,15.2,7.0,28.8,226.0
2926,69.0,9.0,23.0,6.0,3.7,84.9,14.3,110.8,1.3,21.6,200.9
2927,86.0,23.0,15.0,18.0,0.9,86.3,8.0,58.7,0.2,19.1,193.3
2928,80.0,32.0,6.0,22.0,-1.4,85.0,11.5,114.3,0.0,14.4,138.0
2929,53.0,41.0,9.0,20.0,-0.1,82.9,22.0,115.1,0.0,10.8,125.0
2930,33.0,17.0,16.0,24.0,2.4,79.0,28.3,89.2,1.3,25.2,13.0
2931,71.0,14.0,26.0,7.0,1.5,94.1,4.0,21.9,12.9,21.6,19.8
2932,75.0,15.0,25.0,7.0,1.6,84.9,11.5,58.1,0.1,21.6,71.9
2933,66.0,19.0,13.0,13.0,2.8,88.9,11.3,86.5,0.0,14.4,133.1
2934,38.0,20.0,12.0,19.0,4.2,82.0,26.3,84.3,0.3,14.4,245.7
2935,27.0,15.0,18.0,20.0,4.9,85.2,21.8,53.2,5.0,21.6,246.2
2936,36.0,10.0,25.0,9.0,5.8,81.5,17.9,20.8,9.3,36.0,234.4
2937,32.0,16.0,28.0,8.0,8.4,77.4,17.0,34.5,10.6,39.6,216.8
2938,28.0,17.0,28.0,4.0,8.7,73.5,34.0,51.8,3.3,36.0,198.8
2939,37.0,13.0,27.0,3.0,9.4,81.0,30.7,33.0,0.1,25.2,181.6
2940,57.0,12.0,21.0,6.0,8.3,91.0,12.0,29.6,0.8,21.6,218.0
2941,34.0,14.0,9.0,16.0,5.0,88.8,22.9,26.2,3.6,21.6,251.0
2942,28.0,10.0,15.0,12.0,5.1,78.0,22.8,64.3,2.7,25.2,264.5
2943,34.0,16.0,22.0,8.0,9.3,68.8,18.3,31.3,0.2,32.4,247.5
2944,32.0,23.0,27.0,6.0,11.4,85.7,13.9,20.7,1.8,43.2,241.2
2945,33.0,16.0,28.0,6.0,6.4,81.8,18.6,17.9,3.4,21.6,237.0
2946,28.0,12.0,25.0,6.0,7.7,81.6,18.3,9.7,18.6,36.0,234.1
2947,40.0,12.0,26.0,5.0,8.2,84.4,15.0,25.7,1.8,39.6,220.0
2948,35.0,12.0,21.0,7.0,7.1,72.3,25.0,73.2,3.3,21.6,244.3
2949,29.0,16.0,23.0,11.0,11.0,85.6,18.8,31.1,10.2,39.6,216.5
2950,48.0,11.0,23.0,5.0,9.3,83.6,15.5,38.8,1.8,32.4,217.0
2951,60.0,19.0,20.0,10.0,10.6,82.9,20.4,67.4,0.0,21.6,189.7
2952,60.0,18.0,8.0,14.0,7.5,95.3,4.8,18.4,2.2,18.0,202.9
2953,60.0,17.0,15.0,8.0,6.2,95.1,5.0,14.9,0.0,18.0,218.2
2954,90.0,25.0,12.0,15.0,0.4,86.3,7.5,53.8,4.1,25.2,155.3
2955,100.0,30.0,3.0,21.0,-1.3,96.4,1.5,36.5,0.0,14.4,145.1
2956,76.0,38.0,2.0,25.0,1.5,89.2,12.3,38.9,0.0,10.8,238.4
2957,85.0,25.0,4.0,29.0,-2.8,83.6,12.7,62.5,0.0,10.8,193.3
2958,74.0,36.0,1.0,28.0,-3.3,83.5,15.1,57.4,0.0,14.4,137.8
2959,39.0,24.0,7.0,23.0,-0.4,80.7,33.1,55.5,0.0,18.0,358.4
2960,34.0,15.0,25.0,10.0,2.6,82.8,24.4,43.5,1.6,21.6,306.8
2961,52.0,12.0,26.0,8.0,2.7,87.5,13.5,23.1,0.4,21.6,329.3
2962,34.0,13.0,17.0,12.0,3.5,88.9,17.5,24.0,12.5,28.8,195.8
2963,21.0,11.0,20.0,13.0,5.3,84.4,23.7,27.8,7.1,21.6,263.8
2964,27.0,13.0,15.0,18.0,5.8,87.1,22.5,33.2,6.9,25.2,229.0
2965,31.0,9.0,17.0,,4.8,92.6,17.3,12.4,1.8,18.0,174.0
2966,20.0,9.0,16.0,,6.9,82.9,31.5,33.4,4.3,25.2,190.6
2967,41.0,10.0,24.0,4.0,5.2,89.3,19.2,21.6,0.3,18.0,166.2
2968,32.0,14.0,16.0,11.0,5.9,73.6,21.7,37.3,0.0,25.2,227.3
2969,54.0,19.0,24.0,15.0,5.7,87.7,12.0,12.3,11.4,28.8,156.5
2970,135.0,18.0,24.0,12.0,2.7,95.9,1.8,17.7,0.5,14.4,86.0
2971,31.0,50.0,1.0,15.0,7.0,89.7,15.5,24.6,0.5,21.6,150.3
2972,33.0,17.0,13.0,12.0,5.6,97.5,7.2,8.7,11.9,25.2,136.7
2973,22.0,12.0,20.0,14.0,6.9,90.8,16.2,24.3,8.8,25.2,148.9
2974,51.0,9.0,20.0,6.0,5.4,91.7,10.9,20.9,2.4,21.6,120.2
2975,,11.0,11.0,10.0,4.4,95.6,3.8,15.2,0.0,21.6,137.9
2976,47.0,,,,6.8,88.2,18.1,38.7,0.0,28.8,150.4
2977,56.0,13.0,12.0,10.0,7.5,85.2,22.5,20.1,0.0,18.0,158.4
2978,63.0,18.0,2.0,18.0,9.3,81.4,20.0,37.0,0.0,18.0,141.3
2979,63.0,28.0,7.0,15.0,11.8,81.0,17.8,37.1,0.0,25.2,211.8
2980,32.0,35.0,15.0,6.0,13.3,79.6,30.6,39.9,0.0,32.4,220.1
2981,33.0,10.0,19.0,5.0,9.1,84.9,19.4,16.6,1.0,28.8,208.7
2982,39.0,13.0,23.0,6.0,9.7,85.1,20.5,29.4,1.1,32.4,195.2
2983,29.0,13.0,21.0,8.0,11.0,77.6,23.5,42.3,0.4,36.0,221.0
2984,22.0,18.0,21.0,10.0,12.9,86.1,27.8,12.5,1.3,32.4,211.8
2985,20.0,9.0,18.0,6.0,10.4,84.9,24.9,35.0,4.4,39.6,220.9
2986,44.0,12.0,22.0,6.0,11.5,83.1,18.1,31.7,0.1,21.6,186.6
2987,56.0,20.0,12.0,8.0,12.1,91.2,12.0,20.0,0.1,18.0,184.1
2988,48.0,20.0,13.0,11.0,12.0,85.5,15.3,33.9,0.3,21.6,221.9
2989,45.0,24.0,10.0,14.0,13.5,85.7,16.6,40.7,0.0,21.6,202.9
2990,40.0,25.0,14.0,14.0,11.1,95.9,7.4,17.0,4.1,24.5,200.6
2991,82.0,19.0,19.0,14.0,6.6,92.5,8.7,27.8,0.3,15.5,154.3
2992,71.0,27.0,1.0,19.0,7.5,92.6,7.2,37.8,0.0,18.0,172.5
2993,30.0,24.0,4.0,16.0,7.2,91.8,19.2,29.9,2.4,36.0,228.4
2994,38.0,15.0,22.0,13.0,7.1,85.5,18.2,25.7,2.4,39.6,219.4
2995,40.0,17.0,22.0,14.0,6.9,91.5,15.5,7.7,10.5,25.2,222.7
2996,49.0,12.0,17.0,13.0,6.0,84.6,18.1,39.3,0.1,25.2,196.9
2997,37.0,14.0,11.0,15.0,7.1,87.8,17.9,48.2,0.0,22.7,226.9
2998,56.0,21.0,17.0,18.0,9.7,89.4,13.1,36.9,3.1,20.5,178.3
2999,65.0,18.0,12.0,16.0,10.6,93.8,8.1,43.1,0.6,18.0,183.7
3000,42.0,19.0,7.0,16.0,10.2,82.5,20.5,33.1,0.7,32.4,212.4
3001,36.0,11.0,20.0,5.0,8.0,76.7,29.4,43.2,0.0,32.4,206.4
3002,35.0,14.0,17.0,8.0,9.2,82.6,19.6,52.9,4.0,38.9,222.8
3003,47.0,16.0,17.0,10.0,9.9,78.4,31.6,41.9,0.0,21.6,189.2
3004,34.0,18.0,14.0,17.0,11.1,75.8,37.4,39.3,0.0,21.6,219.8
3005,22.0,15.0,22.0,13.0,9.5,91.8,20.4,12.9,0.8,21.6,240.2
3006,24.0,18.0,19.0,15.0,9.5,78.9,17.3,8.4,22.5,36.0,254.2
3007,24.0,21.0,25.0,9.0,10.0,86.0,14.6,15.0,12.3,43.2,237.7
3008,26.0,20.0,27.0,4.0,6.4,82.2,22.0,52.3,8.7,39.6,228.0
3009,52.0,15.0,23.0,6.0,4.2,94.3,10.0,16.7,0.2,25.2,185.5
3010,,20.0,11.0,22.0,4.0,92.0,18.5,53.4,0.3,14.0,309.3
3011,35.0,18.0,10.0,23.0,5.7,93.8,23.1,32.5,10.3,14.4,262.2
3012,55.0,10.0,16.0,16.0,3.9,89.2,12.3,12.9,6.0,32.4,196.3
3013,36.0,12.0,10.0,16.0,3.2,83.0,39.8,48.9,0.0,18.0,238.6
3014,16.0,16.0,17.0,23.0,2.6,87.5,44.2,30.8,0.1,18.0,306.0
3015,20.0,9.0,23.0,8.0,4.6,88.8,34.5,29.4,12.1,25.2,291.1
3016,26.0,9.0,25.0,6.0,8.2,74.7,38.1,12.9,2.1,21.6,255.8
3017,34.0,13.0,20.0,11.0,11.4,79.8,17.9,25.1,7.0,39.2,250.1
3018,39.0,19.0,25.0,9.0,13.0,73.5,20.5,49.4,1.4,39.6,239.3
3019,28.0,21.0,25.0,7.0,13.4,89.8,12.5,22.0,17.8,43.2,226.3
3020,33.0,12.0,26.0,7.0,12.7,83.2,23.4,22.4,1.1,32.4,222.3
3021,31.0,13.0,23.0,9.0,14.1,86.5,15.7,37.8,14.2,36.0,245.6
3022,34.0,18.0,20.0,3.0,9.4,76.9,25.5,24.8,5.9,25.2,236.8
3023,47.0,14.0,24.0,6.0,11.8,75.9,21.0,48.5,3.5,32.4,234.7
3024,41.0,17.0,24.0,9.0,13.3,84.1,26.8,59.8,0.0,21.6,211.5
3025,48.0,14.0,16.0,21.0,12.8,87.7,18.3,20.6,1.9,21.6,218.9
3026,39.0,14.0,18.0,11.0,14.5,91.1,13.3,50.7,4.4,28.8,236.0
3027,35.0,15.0,22.0,8.0,13.9,83.3,19.3,33.0,5.8,28.8,237.0
3028,45.0,15.0,22.0,8.0,13.0,91.2,14.3,46.4,0.0,21.6,188.5
3029,30.0,14.0,14.0,9.0,16.6,90.3,26.8,30.1,1.5,28.8,222.9
3030,38.0,9.0,18.0,6.0,15.3,93.6,16.8,53.9,4.4,21.6,207.2
3031,60.0,11.0,10.0,10.0,12.6,94.7,9.0,53.6,3.5,20.5,180.0
3032,54.0,18.0,8.0,16.0,11.9,82.9,29.1,56.9,0.0,15.5,167.0
3033,80.0,17.0,9.0,20.0,8.4,86.1,10.4,86.7,0.0,10.8,139.6
3034,100.0,30.0,3.0,20.0,7.2,91.8,2.8,87.1,0.0,14.4,106.5
3035,104.0,30.0,3.0,16.0,8.2,93.0,3.0,74.3,0.0,10.8,152.7
3036,91.0,33.0,4.0,14.0,9.9,87.0,6.8,92.5,0.0,14.4,132.6
3037,67.0,30.0,4.0,14.0,10.0,90.4,10.5,61.3,0.0,18.0,138.4
3038,65.0,21.0,5.0,17.0,11.0,91.2,11.8,98.7,0.0,18.0,184.9
3039,78.0,22.0,12.0,17.0,10.5,90.8,6.4,38.4,0.0,14.4,137.2
3040,76.0,29.0,1.0,15.0,11.0,89.3,8.0,88.0,0.0,14.4,123.0
3041,59.0,24.0,3.0,17.0,10.0,88.9,12.5,92.1,0.0,21.6,111.4
3042,43.0,19.0,7.0,14.0,10.7,85.2,21.8,98.2,0.2,10.8,307.1
3043,57.0,19.0,22.0,12.0,11.7,81.8,21.0,44.5,0.5,14.4,186.0
3044,50.0,18.0,12.0,15.0,11.0,81.8,20.8,92.1,0.0,14.4,202.4
3045,38.0,20.0,15.0,19.0,12.1,91.2,13.6,50.4,2.3,14.4,239.3
3046,63.0,12.0,18.0,10.0,9.2,94.6,6.5,46.3,1.4,21.6,207.9
3047,40.0,19.0,5.0,21.0,9.3,94.7,17.9,92.7,0.7,10.8,328.4
3048,80.0,13.0,18.0,14.0,11.1,95.4,5.9,72.4,0.0,7.2,7.0
3049,67.0,21.0,7.0,9.0,8.0,95.7,5.0,96.8,0.0,7.2,286.4
3050,72.0,17.0,1.0,12.0,8.2,97.7,3.9,56.4,2.8,7.2,157.1
3051,80.0,17.0,1.0,15.0,7.6,96.9,3.4,30.9,4.6,14.4,24.6
3052,76.0,20.0,10.0,10.0,5.7,97.3,3.6,52.6,5.7,10.8,3.4
3053,67.0,17.0,9.0,12.0,4.0,95.9,9.1,26.3,1.4,16.9,37.3
3054,81.0,19.0,7.0,15.0,3.9,82.6,12.5,92.8,0.0,25.9,39.4
3055,65.0,24.0,15.0,12.0,4.8,75.7,21.3,100.4,0.0,17.3,75.8
3056,67.0,20.0,16.0,12.0,6.7,71.5,17.9,137.4,0.0,21.6,71.8
3057,65.0,21.0,20.0,6.0,10.9,81.7,8.5,141.8,0.0,22.0,61.5
3058,44.0,21.0,19.0,6.0,11.2,86.7,9.3,140.0,0.0,10.8,32.9
3059,36.0,20.0,17.0,19.0,12.9,85.3,21.6,90.4,0.3,16.6,264.3
3060,18.0,16.0,16.0,13.0,14.7,91.6,16.5,98.7,1.3,24.5,204.6
3061,46.0,12.0,10.0,10.0,14.9,94.1,10.0,73.1,2.3,17.3,164.9
3062,70.0,15.0,6.0,12.0,12.4,88.0,14.5,86.2,0.7,18.4,145.6
3063,133.0,21.0,11.0,15.0,11.7,83.1,2.7,145.9,0.0,15.8,222.1
3064,91.0,48.0,23.0,17.0,10.9,83.8,5.9,108.3,0.0,13.0,157.2
3065,61.0,29.0,8.0,15.0,10.0,76.6,19.8,171.8,0.0,17.6,69.8
3066,48.0,23.0,20.0,13.0,10.6,75.6,27.7,171.5,0.0,25.2,64.4
3067,38.0,18.0,24.0,10.0,11.8,72.7,40.0,174.6,0.0,26.3,75.5
3068,39.0,15.0,23.0,7.0,11.5,76.5,29.3,177.3,0.0,27.7,69.4
3069,33.0,13.0,23.0,9.0,11.2,83.9,22.4,163.6,0.0,19.4,61.4
3070,26.0,12.0,17.0,10.0,11.6,82.5,30.3,177.9,0.0,19.1,58.2
3071,47.0,18.0,24.0,7.0,11.1,81.8,21.5,176.6,0.0,12.6,35.5
3072,33.0,24.0,22.0,12.0,12.3,85.1,14.4,164.3,0.1,15.5,269.1
3073,23.0,18.0,17.0,12.0,12.8,90.4,22.5,105.5,0.5,30.6,215.6
3074,24.0,15.0,13.0,13.0,12.9,90.1,23.3,149.9,3.2,26.3,282.4
3075,30.0,15.0,19.0,11.0,13.0,88.5,19.6,98.5,0.2,21.6,205.7
3076,58.0,16.0,20.0,9.0,13.7,79.8,24.1,151.4,0.8,19.8,214.0
3077,33.0,19.0,27.0,11.0,13.3,81.9,25.3,172.9,0.0,16.9,279.9
3078,32.0,15.0,28.0,9.0,13.5,87.9,15.9,168.1,1.0,19.8,312.3
3079,23.0,18.0,27.0,8.0,13.7,85.5,27.3,160.3,1.1,26.3,204.6
3080,12.0,18.0,13.0,13.0,14.3,89.7,22.5,66.8,7.0,36.7,215.7
3081,10.0,11.0,22.0,8.0,15.2,90.9,34.8,77.3,5.0,29.2,159.0
3082,10.0,9.0,21.0,11.0,12.9,74.8,42.5,157.6,0.1,41.8,200.3
3083,,13.0,20.0,7.0,15.1,87.4,27.0,139.5,12.1,28.8,195.9
3084,54.0,,,,15.6,86.5,24.9,133.8,1.7,21.6,161.2
3085,58.0,32.0,10.0,10.0,15.6,78.1,15.3,106.6,0.2,20.5,160.8
3086,43.0,22.0,23.0,11.0,14.2,73.8,26.6,217.1,0.0,18.0,93.9
3087,21.0,17.0,29.0,8.0,14.1,71.6,41.9,216.9,0.0,22.0,82.7
3088,26.0,18.0,26.0,7.0,14.0,78.8,22.9,225.5,0.0,18.7,66.3
3089,13.0,15.0,25.0,7.0,14.5,82.9,36.4,156.6,0.0,11.5,6.8
3090,8.0,9.0,23.0,5.0,14.7,84.7,30.4,176.7,0.2,20.2,319.9
3091,24.0,10.0,22.0,5.0,12.9,75.1,26.3,152.5,0.2,24.5,310.3
3092,11.0,18.0,24.0,4.0,13.5,83.9,26.5,142.5,10.3,27.4,299.0
3093,19.0,12.0,24.0,5.0,13.0,86.7,18.6,187.7,33.8,31.3,253.4
3094,23.0,11.0,23.0,7.0,12.5,81.8,29.1,179.4,1.4,20.9,254.3
3095,12.0,17.0,24.0,13.0,13.6,80.8,38.1,179.2,0.1,15.8,260.4
3096,10.0,14.0,27.0,8.0,16.4,82.9,34.3,142.0,0.7,22.7,317.3
3097,36.0,11.0,28.0,3.0,21.8,89.4,17.4,149.2,9.0,19.4,244.7
3098,32.0,18.0,30.0,8.0,20.9,82.2,16.4,200.7,2.8,14.4,61.2
3099,29.0,16.0,34.0,5.0,17.6,72.8,18.6,242.9,0.0,11.9,161.2
3100,21.0,15.0,36.0,10.0,15.9,79.4,21.1,245.3,0.1,16.2,236.6
3101,6.0,14.0,26.0,10.0,16.1,90.2,26.3,62.3,13.9,29.5,208.8
3102,8.0,14.0,19.0,9.0,19.6,79.4,35.6,162.9,3.0,32.0,193.6
3103,10.0,11.0,27.0,5.0,16.4,81.0,26.5,194.1,9.7,34.2,222.9
3104,23.0,13.0,23.0,5.0,17.7,83.6,21.8,191.4,6.7,30.2,176.5
3105,52.0,13.0,27.0,7.0,19.9,61.5,29.0,234.6,3.0,33.5,114.0
3106,51.0,27.0,49.0,4.0,20.6,59.3,26.9,230.0,0.0,17.3,121.8
3107,46.0,23.0,55.0,9.0,20.2,74.7,18.3,251.2,0.0,12.6,160.5
3108,44.0,20.0,41.0,15.0,18.3,67.3,18.9,260.5,0.0,14.4,169.6
3109,37.0,15.0,40.0,11.0,16.8,73.5,21.1,231.7,0.1,15.8,204.0
3110,16.0,31.0,34.0,8.0,15.1,83.9,20.0,196.0,8.2,22.0,243.8
3111,8.0,10.0,23.0,7.0,14.2,92.1,12.0,72.3,13.5,23.4,304.8
3112,5.0,6.0,23.0,4.0,15.7,83.7,15.8,170.7,5.9,20.2,342.6
3113,15.0,11.0,23.0,2.0,18.3,87.5,15.6,143.5,5.2,24.8,292.0
3114,16.0,10.0,28.0,6.0,21.5,84.0,15.1,187.5,16.4,19.1,191.8
3115,22.0,13.0,40.0,6.0,21.9,76.8,24.8,250.3,4.7,23.0,68.8
3116,24.0,14.0,57.0,4.0,20.6,79.1,22.0,211.5,0.0,20.9,42.3
3117,26.0,11.0,28.0,4.0,20.5,78.1,23.1,231.1,0.0,12.2,319.5
3118,26.0,13.0,23.0,8.0,20.3,69.8,20.4,169.9,0.0,10.8,231.9
3119,,23.0,27.0,8.0,18.6,68.8,35.1,177.9,0.1,11.5,79.1
3120,16.0,,,,21.1,73.9,18.0,274.5,0.6,19.8,355.0
3121,31.0,10.0,40.0,9.0,21.6,63.5,32.5,275.8,0.0,23.0,227.2
3122,22.0,20.0,37.0,10.0,19.1,63.7,27.0,283.3,0.0,17.3,160.8
3123,13.0,19.0,47.0,7.0,18.8,75.3,27.9,209.8,0.1,25.6,272.7
3124,30.0,13.0,31.0,6.0,22.1,59.9,37.5,300.6,0.0,21.6,188.1
3125,54.0,20.0,59.0,7.0,18.4,60.5,25.9,293.8,0.0,14.4,142.1
3126,20.0,20.0,60.0,10.0,16.3,61.4,35.0,266.2,0.0,12.2,23.5
3127,14.0,13.0,46.0,5.0,14.3,68.0,31.6,317.2,0.0,10.8,50.7
3128,12.0,10.0,33.0,5.0,13.6,78.5,33.7,186.0,0.9,18.0,288.5
3129,9.0,13.0,25.0,4.0,14.3,76.1,36.0,249.2,4.6,33.8,256.5
3130,13.0,10.0,27.0,3.0,15.7,78.1,16.6,257.7,10.3,37.1,240.5
3131,12.0,17.0,27.0,4.0,16.6,83.8,17.9,224.5,13.6,38.2,231.9
3132,19.0,13.0,27.0,3.0,14.8,77.6,24.5,226.3,0.6,23.4,197.8
3133,32.0,14.0,30.0,4.0,15.5,85.9,12.6,141.4,15.0,56.5,256.4
3134,39.0,15.0,29.0,2.0,19.2,66.7,27.8,245.4,1.1,19.4,109.2
3135,17.0,14.0,38.0,8.0,18.2,67.2,35.4,242.6,0.0,14.4,279.9
3136,10.0,10.0,31.0,3.0,19.7,68.3,32.9,320.2,0.0,23.4,255.7
3137,7.0,15.0,29.0,5.0,21.4,72.3,38.0,316.1,0.3,22.7,242.5
3138,21.0,10.0,28.0,4.0,18.0,86.3,20.9,164.9,0.5,16.9,211.6
3139,29.0,15.0,18.0,9.0,17.2,78.8,29.6,202.2,7.0,27.7,238.2
3140,27.0,11.0,30.0,4.0,19.1,68.5,27.8,312.9,0.7,19.8,261.5
3141,30.0,13.0,34.0,4.0,22.6,67.8,31.3,324.7,0.3,33.1,220.2
3142,25.0,18.0,28.0,5.0,19.8,72.2,29.6,311.1,0.0,21.6,28.3
3143,37.0,10.0,40.0,4.0,18.7,86.5,13.8,244.1,0.1,21.6,238.8
3144,22.0,15.0,21.0,8.0,18.3,85.5,15.3,184.5,6.0,24.8,266.5
3145,15.0,12.0,28.0,4.0,17.3,88.4,12.1,121.9,0.4,25.9,239.6
3146,39.0,11.0,17.0,5.0,17.4,77.6,20.4,149.5,0.7,25.6,237.4
3147,56.0,17.0,21.0,4.0,20.2,56.5,28.6,320.5,0.0,24.1,236.4
3148,43.0,20.0,55.0,7.0,16.7,60.4,24.4,342.2,0.0,13.0,161.8
3149,23.0,16.0,47.0,9.0,14.7,69.8,31.5,295.4,3.5,23.4,309.4
3150,19.0,16.0,23.0,4.0,16.7,77.9,23.4,295.4,9.1,37.1,252.3
3151,,15.0,22.0,4.0,20.3,65.7,31.3,231.8,0.0,29.9,220.7
3152,59.0,,,,26.0,64.2,27.4,281.2,2.0,19.4,204.1
3153,36.0,33.0,85.0,11.0,24.7,54.7,36.3,348.8,0.0,25.2,122.1
3154,36.0,23.0,86.0,8.0,20.4,62.2,29.7,349.0,0.0,18.0,89.3
3155,42.0,12.0,49.0,7.0,19.0,70.2,25.9,280.5,0.0,15.1,296.5
3156,52.0,16.0,28.0,9.0,17.9,68.1,21.4,179.7,0.0,14.4,192.6
3157,35.0,18.0,36.0,7.0,18.6,70.5,31.8,305.2,0.3,25.6,286.8
3158,51.0,,29.0,4.0,19.7,65.6,26.4,203.8,0.0,14.4,222.4
3159,45.0,13.0,37.0,11.0,18.5,64.5,28.3,313.8,0.0,13.7,254.1
3160,40.0,18.0,37.0,11.0,15.9,71.0,31.5,265.1,0.0,21.6,260.2
3161,21.0,17.0,35.0,5.0,12.8,81.9,23.0,235.6,0.4,29.9,305.5
3162,31.0,14.0,24.0,6.0,13.5,83.1,30.0,179.3,3.0,28.4,254.0
3163,50.0,14.0,23.0,7.0,15.3,80.3,19.9,228.4,9.0,28.1,249.4
3164,25.0,15.0,21.0,6.0,13.6,74.8,35.8,283.0,0.9,14.4,314.4
3165,32.0,9.0,22.0,5.0,13.4,77.8,22.4,301.1,1.8,27.7,301.5
3166,34.0,13.0,24.0,4.0,15.2,75.3,21.6,298.6,0.2,27.7,302.4
3167,44.0,16.0,26.0,5.0,16.2,69.2,28.0,332.3,1.9,24.5,231.1
3168,24.0,10.0,32.0,10.0,12.6,67.7,37.5,282.1,0.0,16.2,32.9
3169,21.0,11.0,32.0,4.0,14.6,64.7,35.7,305.3,0.0,23.0,31.4
3170,54.0,10.0,31.0,2.0,16.4,77.6,14.0,265.1,0.0,19.1,319.5
3171,44.0,22.0,37.0,3.0,18.1,75.3,21.5,272.7,0.3,31.7,237.1
3172,48.0,17.0,38.0,5.0,20.9,65.4,36.7,314.0,0.6,20.2,111.1
3173,37.0,13.0,61.0,6.0,17.5,61.5,36.9,351.3,0.0,22.3,67.5
3174,38.0,12.0,51.0,4.0,15.3,66.9,26.4,354.0,0.0,22.0,44.7
3175,29.0,16.0,39.0,3.0,12.3,69.0,29.6,350.3,0.0,24.5,31.7
